area,target0,target1,target2,target3,target4,maxConfidence
经纪及证券金融业务分部,6712证券经纪交易服务,J金融业,69其他金融业,9054体育经纪人,66货币金融服务,0.267
新能源汽车行业,3612新能源车整车制造,7515新能源技术推广服务,7111汽车租赁,36汽车制造业,5441客运汽车站,0.308
伽玛刀经营,231森林经营和管护,7010房地产开发经营,7040房地产租赁经营,711机械设备经营租赁,7112农业机械经营租赁,0.2
数字内容服务业,657数字内容服务,6579其他数字内容服务,6572动漫、游戏数字内容服务,72商务服务业,80居民服务业,0.909
环保设备安装及咨询收入,4920管道和设备安装,7245环保咨询,4910电气安装,7244健康咨询,7246体育咨询,0.375
服务业-物业管理,7020物业管理,72商务服务业,80居民服务业,82其他服务业,721组织管理服务,0.6
烟用丝束滤嘴棒,,,,,,0
贸易、城市设施广告,725广告业,5181贸易代理,5437城市配送,5412城市轨道交通,7259其他广告服务,0.2
另类投资及私募股权投资管理业务分部,7212投资与资产管理,6732天使投资,7020物业管理,7840绿化管理,76水利管理业,0.2
电子信息产品的研制与生产经营,5279其他电子产品零售,8131家用电子产品修理,2665医学生产用信息化学品制造,5179其他机械设备及电子产品批发,527家用电器及电子产品专门零售 ,0.2
黑色金属矿,8黑色金属矿采选业,890其他黑色金属矿采选,3391黑色金属铸造,9有色金属矿采选业,91常用有色金属矿采选,0.727
焦化行业,9522行业性团体,1农业,11谷物种植,111稻谷种植,112小麦种植,0.286
伽玛刀医疗服务,842基层医疗卫生服务,6020快递服务,6130民宿服务,6210正餐服务,6220快餐服务,0.308
软件信息服务业,6940金融信息服务,65软件和信息技术服务业,642互联网信息服务,6571地理遥感信息服务,744测绘地理信息服务,0.545
环保设备及安装收入,4920管道和设备安装,3825光伏设备及元器件制造,358医疗仪器设备及器械制造,3582口腔科用设备及器具制造,3589其他医疗设备及器械制造,0.286
电子产品行业,5279其他电子产品零售,8131家用电子产品修理,5179其他机械设备及电子产品批发,527家用电器及电子产品专门零售 ,517机械设备、五金产品及电子产品批发,0.5
证券自营业务分部,671证券市场服务,6711证券市场管理服务,6712证券经纪交易服务,6750证券期货监管服务,6720公开募集证券投资基金,0.2
黑色金属采矿选业,8黑色金属矿采选业,3391黑色金属铸造,9有色金属矿采选业,890其他黑色金属矿采选,31黑色金属冶炼和压延加工业 ,0.571
其它产品,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.286
公司内抵销,6911信托公司,6632财务公司服务 ,6920控股公司服务,6634汽车金融公司服务,6635小额贷款公司服务 ,0.286
焦化产品及其他,1353肉制品及副产品加工,25林产品采集,136水产品加工,1362鱼糜制品及水产品干腌制加工,5115林业产品批发,0.333
自来水生产和供应,4610自来水生产和供应,4430热力生产和供应,45燃气生产和供应业,45燃气生产和供应业,4513煤气生产和供应业,1
焦化,,,,,,0
传播与文化产业,70房地产业,70房地产业,88文化艺术业,7090其他房地产业,7284文化会展服务,0.222
环保及技术咨询业务,6560信息技术咨询服务,7245环保咨询,7516环保技术推广服务,7244健康咨询,7246体育咨询,0.462
采掘冶金业,3516冶金专用设备制造,3393锻件及粉末冶金制品制造,351采矿、冶金、建筑专用设备制造,1农业,11谷物种植,0.182
烟草包装,134烟草种植,7292包装服务,16烟草制品业 ,5128烟草制品批发,5227烟草制品零售,0.333
投资银行业务分部,6732天使投资,6610中央银行服务,662货币银行服务,6621商业银行服务,6640银行理财服务,0.25
产品,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.4
机电一体化产品,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.2
钢铁产品,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.286
汽车批发零售,5261汽车新车零售,5262汽车旧车零售,F批发和零售业,5263汽车零配件零售,5172汽车及零配件批发,0.4
炼焦行业,2521炼焦,9522行业性团体,1农业,11谷物种植,111稻谷种植,0.5
动漫产品及动漫服务业,72商务服务业,80居民服务业,82其他服务业,729其他商务服务业,74专业技术服务业,0.308
环保设备销售及安装收入,4920管道和设备安装,4910电气安装,7245环保咨询,49建筑安装业,359环保、邮政、社会公共服务及其他专用设备制造,0.25
铬铁合金,3140铁合金冶炼,3240有色金属合金制造,1农业,11谷物种植,111稻谷种植,0.571
劳务加工,1494盐加工 ,1311稻谷加工,1312小麦加工,1313玉米加工,1314杂粮加工,0.4
通信整机产品,25林产品采集,136水产品加工,392通信设备制造,5115林业产品批发,5117渔业产品批发,0.222
服务(含学费收入),6020快递服务,6130民宿服务,6210正餐服务,6220快餐服务,6231茶馆服务,0.182
资本中介业务,67资本市场服务,6760资本投资服务,685保险中介服务,7262职业中介服务,7530科技中介服务,0.25
焦化产品及其他销售,1353肉制品及副产品加工,1362鱼糜制品及水产品干腌制加工,25林产品采集,136水产品加工,517机械设备、五金产品及电子产品批发,0.286
焦炭冶炼,3211铜冶炼,3214锡冶炼,3215锑冶炼,3216铝冶炼,3217镁冶炼,0.4
水务业务,,,,,,0
卫星高频头,633卫星传输服务,6339其他卫星传输服务,6331广播电视卫星传输服务,63电信、广播电视和卫星传输服务,1农业,0.222
铬矿石,820锰矿、铬矿采选,1农业,11谷物种植,111稻谷种植,112小麦种植,0.25
信息技术服务费,659其他信息技术服务业,65软件和信息技术服务业,6560信息技术咨询服务,6599其他未列明信息技术服务业,745质检技术服务,0.714
新型电子元器件,3824电力电子元器件制造,3563电子元器件与机电组件设备制造,397电子器件制造,3976光电子器件制造,3971电子真空器件制造,0.571
自来水收入,4610自来水生产和供应,7630天然水收集与分配,1农业,11谷物种植,111稻谷种植,0.364
绒类,,,,,,0
证券及期货经纪业务分部,6712证券经纪交易服务,6750证券期货监管服务,9054体育经纪人,671证券市场服务,674期货市场服务,0.267
钢铁产品销售,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.222
焦炭产品,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.286
工程施工业务,4861节能工程施工,4862环保工程施工,487电力工程施工,4873核电工程施工,486节能环保工程施工,0.75
EMS(电子产品制造加工),251精炼石油产品制造,266专用化学产品制造,2663林产化学产品制造,268日用化学产品制造,5279其他电子产品零售,0.316
冷链物流,,,,,,0
污水处理收入,4620污水处理及其再生利用,4630海水淡化处理,532畜禽粪污处理活动,4210金属废料和碎屑加工处理,6550信息处理和存储支持服务,0.429
燃煤,,,,,,0
网络与信息安全服务业,7271安全服务,6440互联网安全服务,3915信息安全设备制造,659其他信息技术服务业,65软件和信息技术服务业,0.5
纱类,,,,,,0
资本中介业务分部,67资本市场服务,6760资本投资服务,685保险中介服务,7262职业中介服务,7530科技中介服务,0.2
黑色金属冶炼及压延加工、销售,31黑色金属冶炼和压延加工业 ,32有色金属冶炼和压延加工业 ,325有色金属压延加工,3259其他有色金属压延加工,3253贵金属压延加工,0.667
开关柜,3823配电开关控制设备制造,1农业,11谷物种植,111稻谷种植,112小麦种植,0.182
电子产品制造加工业务,251精炼石油产品制造,266专用化学产品制造,2663林产化学产品制造,268日用化学产品制造,5279其他电子产品零售,0.429
市政施工收入,4861节能工程施工,4862环保工程施工,487电力工程施工,4873核电工程施工,7810市政设施管理,0.2
汽贸业务,,,,,,0
畜牧养殖及屠宰加工,135屠宰及肉类加工,3畜牧业,1494盐加工 ,41水产养殖,411海水养殖,0.286
其他(包含内部抵销数),,,,,,0
资本投资业务,6760资本投资服务,6732天使投资,67资本市场服务,6731创业投资基金,7212投资与资产管理,0.75
衫类,,,,,,0
受托资产管理业务,6860保险资产管理,7212投资与资产管理,6950金融资产管理公司,7020物业管理,7840绿化管理,0.6
焦副产品,1353肉制品及副产品加工,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,0.364
音响业务,3952音响设备制造,3934专业音响设备制造,1农业,11谷物种植,111稻谷种植,0.333
冷链物流业,,,,,,0
建材制造,2443健身器材制造,3473照相机及器材制造,3493增材制造装备制造,3839其他电工器材制造,C制造业,0.5
副产品,1353肉制品及副产品加工,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,0.4
市政供水,7810市政设施管理,4813市政道路工程建筑 ,4821水源及供水设施工程建筑,1农业,11谷物种植,0.25
节能技术服务,7514节能技术推广服务,745质检技术服务,6532物联网技术服务,74专业技术服务业,7459其他质检技术服务,0.667
大宗商品贸易,5181贸易代理,518贸易经纪与代理,5189其他贸易经纪与代理,1农业,11谷物种植,0.25
家庭农场上交利润,8010家庭服务,5139其他家庭用品批发,513纺织、服装及家庭用品批发,1农业,11谷物种植,0.2
石油加工,133植物油加工,2511原油加工及石油制品制造,1331食用植物油加工,1332非食用植物油加工,1494盐加工 ,0.571
加工业务,1494盐加工 ,1311稻谷加工,1312小麦加工,1313玉米加工,1314杂粮加工,0.667
进出口行业,9522行业性团体,1农业,11谷物种植,111稻谷种植,112小麦种植,0.25
钢坯,,,,,,0
水务工程安装,4910电气安装,49建筑安装业,4811铁路工程建筑,4812公路工程建筑,483海洋工程建筑,0.25
畜牧养殖及屠宰加工业,13农副食品加工业,135屠宰及肉类加工,31黑色金属冶炼和压延加工业 ,32有色金属冶炼和压延加工业 ,25石油、煤炭及其他燃料加工业 ,0.267
设备销售收入,392通信设备制造,395视听设备制造,3952音响设备制造,4320通用设备修理,4330专用设备修理,0.2
检修服务,6020快递服务,6130民宿服务,6210正餐服务,6220快餐服务,6231茶馆服务,0.333
燃气管网施工及安装,4910电气安装,49建筑安装业,4861节能工程施工,4862环保工程施工,487电力工程施工,0.182
酒类、饮料,5127酒、饮料及茶叶批发,5226酒、饮料及茶叶零售,15酒、饮料及精制茶制造业,152饮料制造,512食品、饮料及烟草制品批发,0.333
炼油产品,251精炼石油产品制造,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,0.4
污水处理业务,4620污水处理及其再生利用,4630海水淡化处理,532畜禽粪污处理活动,4210金属废料和碎屑加工处理,6550信息处理和存储支持服务,0.5
文化类,88文化艺术业,7284文化会展服务,8393文化艺术培训,9051文化活动服务,8890其他文化艺术业,0.333
高频头,,,,,,0
输变电制造业,C制造业,14食品制造业,21家具制造业 ,27医药制造业 ,36汽车制造业,0.571
屠宰加工业,13农副食品加工业,135屠宰及肉类加工,1494盐加工 ,1311稻谷加工,1312小麦加工,0.4
污水及自来水收入,4610自来水生产和供应,7630天然水收集与分配,4620污水处理及其再生利用,1农业,11谷物种植,0.286
技术研究服务,M科学研究和技术服务业,745质检技术服务,751技术推广服务,7320工程和技术研究和试验发展,6532物联网技术服务,0.429
燃气用具,5266机动车燃气零售,2444运动防护用具制造,45燃气生产和供应业,45燃气生产和供应业,4520生物质燃气生产和供应业,0.222
云板块,,,,,,0
影视及经纪,9054体育经纪人,6851保险经纪服务,8730影视节目制作,518贸易经纪与代理,9053文化娱乐经纪人,0.25
商品销售业,52零售业,F批发和零售业,5267机动车充电销售,5299其他未列明零售业,529货摊、无店铺及其他零售业,0.333
品牌汽车销售,7111汽车租赁,36汽车制造业,5441客运汽车站,361汽车整车制造,3630改装汽车制造,0.25
智慧医工,,,,,,0
建筑业及房地产业,70房地产业,70房地产业,7090其他房地产业,E建筑业,47房屋建筑业,0.6
技术咨询收入,6560信息技术咨询服务,7244健康咨询,7245环保咨询,7246体育咨询,724咨询与调查,0.5
